player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
Andrew Buggs,andrew buggs,Iowa State,iowa state,CB,CB,1993,3.51,https://ras.football/ras-information/?PlayerID=2712
Carlton Gray,carlton gray,UCLA,ucla,CB,CB,1993,7.93,https://ras.football/ras-information/?PlayerID=2737
Casey Greer,casey greer,Miami,miami,CB,CB,1993,2.97,https://ras.football/ras-information/?PlayerID=2739
Corwin Brown,corwin brown,Michigan,michigan,CB,CB,1993,7.39,https://ras.football/ras-information/?PlayerID=2762
Darnell Walker,darnell walker,Oklahoma,oklahoma,CB,CB,1993,0.95,https://ras.football/ras-information/?PlayerID=2774
Darrien Gordon,darrien gordon,Stanford,stanford,CB,CB,1993,9.5,https://ras.football/ras-information/?PlayerID=2778
Darryl Morrison,darryl morrison,Arizona,arizona,CB,CB,1993,7.61,https://ras.football/ras-information/?PlayerID=2780
Dave Roberts,dave roberts,Youngstown State,youngstown state,CB,CB,1993,4.01,https://ras.football/ras-information/?PlayerID=2783
Del Speer,del speer,Florida,florida,CB,CB,1993,5.99,https://ras.football/ras-information/?PlayerID=2792
Deon Figures,deon figures,Colorado,colorado,CB,CB,1993,7.66,https://ras.football/ras-information/?PlayerID=2794
Eric Geter,eric geter,Clemson,clemson,CB,CB,1993,3.2,https://ras.football/ras-information/?PlayerID=2817
Grady Cavness,grady cavness,Texas,texas,CB,CB,1993,0.36,https://ras.football/ras-information/?PlayerID=2836
Hassan Bailey,hassan bailey,Kansas,kansas,CB,CB,1993,9.19,https://ras.football/ras-information/?PlayerID=2848
James Trapp,james trapp,Clemson,clemson,CB,CB,1993,8.6,https://ras.football/ras-information/?PlayerID=2857
Jamie Redmond,jamie redmond,Middle Tennessee State,middle tennessee state,CB,CB,1993,4.23,https://ras.football/ras-information/?PlayerID=2860
Keshon Johnson,keshon johnson,Arizona,arizona,CB,CB,1993,8.47,https://ras.football/ras-information/?PlayerID=2894
Kevin Miniefield,kevin miniefield,Arizona State,arizona state,CB,CB,1993,2.16,https://ras.football/ras-information/?PlayerID=2897
Marcello Simmons,marcello simmons,Southern Methodist,southern methodist,CB,CB,1993,6.58,https://ras.football/ras-information/?PlayerID=2918
Mike Middleton,mike middleton,Indiana,indiana,CB,CB,1993,6.62,https://ras.football/ras-information/?PlayerID=2941
Ray Buchanan,ray buchanan,Louisville,louisville,CB,CB,1993,9.05,https://ras.football/ras-information/?PlayerID=2960
Sebastian Savage,sebastian savage,North Carolina State,north carolina state,CB,CB,1993,3.65,https://ras.football/ras-information/?PlayerID=2998
Shawn Jones,shawn jones,Georgia Tech,georgia tech,CB,CB,1993,8.83,https://ras.football/ras-information/?PlayerID=3003
Thomas Smith,thomas smith,North Carolina,north carolina,CB,CB,1993,9.77,https://ras.football/ras-information/?PlayerID=3013
Tom Carter,tom carter,Notre Dame,notre dame,CB,CB,1993,9.86,https://ras.football/ras-information/?PlayerID=3021
Tyrone Hughes,tyrone hughes,Nebraska,nebraska,CB,CB,1993,7.3,https://ras.football/ras-information/?PlayerID=3040
Walter Bailey,walter bailey,Washington,washington,CB,CB,1993,1.71,https://ras.football/ras-information/?PlayerID=3047
Will White,will white,Florida,florida,CB,CB,1993,6.31,https://ras.football/ras-information/?PlayerID=3051
William Duckett,william duckett,UNLV,unlv,CB,CB,1993,9.64,https://ras.football/ras-information/?PlayerID=3052
Willie Williams,willie williams,Western Carolina,western carolina,CB,CB,1993,8.33,https://ras.football/ras-information/?PlayerID=3057
Wolf Barber,wolf barber,California,california,CB,CB,1993,7.16,https://ras.football/ras-information/?PlayerID=3058
Carl Simpson,carl simpson,Florida State,florida state,DT,DT,1993,6.36,https://ras.football/ras-information/?PlayerID=2735
Dana Stubblefield,dana stubblefield,Kansas,kansas,DT,DT,1993,8.46,https://ras.football/ras-information/?PlayerID=2770
Eddie Smith,eddie smith,Texas Southern,texas southern,DT,DT,1993,0.98,https://ras.football/ras-information/?PlayerID=2811
Gilbert Brown,gilbert brown,Kansas,kansas,DT,DT,1993,3.15,https://ras.football/ras-information/?PlayerID=2832
Jeff Zgonina,jeff zgonina,Purdue,purdue,DT,DT,1993,9.65,https://ras.football/ras-information/?PlayerID=2866
John Parrella,john parrella,Nebraska,nebraska,DT,DT,1993,9.09,https://ras.football/ras-information/?PlayerID=2882
Jon Kirksey,jon kirksey,Sacramento State,sacramento state,DT,DT,1993,4.62,https://ras.football/ras-information/?PlayerID=2883
Kevin Johnson,kevin johnson,Texas Southern,texas southern,DT,DT,1993,6.78,https://ras.football/ras-information/?PlayerID=2896
Leonard Renfro,leonard renfro,Colorado,colorado,DT,DT,1993,3.78,https://ras.football/ras-information/?PlayerID=2907
Maa Tanuvasa,maa tanuvasa,Hawaii,hawaii,DT,DT,1993,9.86,https://ras.football/ras-information/?PlayerID=2915
Mark Caesar,mark caesar,Miami,miami,DT,DT,1993,4.83,https://ras.football/ras-information/?PlayerID=2921
Ronnie Dixon,ronnie dixon,Cincinnati,cincinnati,DT,DT,1993,2.31,https://ras.football/ras-information/?PlayerID=2987
Ty Parten,ty parten,Arizona,arizona,DT,DT,1993,9.3,https://ras.football/ras-information/?PlayerID=3038
Zack Rix,zack rix,Fresno State,fresno state,DT,DT,1993,4.13,https://ras.football/ras-information/?PlayerID=3060
Albert Fontenot,albert fontenot,Baylor,baylor,DE,EDGE,1993,8.39,https://ras.football/ras-information/?PlayerID=2708
Chad Brown,chad brown,Mississippi,mississippi,DE,EDGE,1993,5.4,https://ras.football/ras-information/?PlayerID=2740
Chris Hutchinson,chris hutchinson,Michigan,michigan,DE,EDGE,1993,7.3,https://ras.football/ras-information/?PlayerID=2750
Coleman Rudolph,coleman rudolph,Georgia Tech,georgia tech,DE,EDGE,1993,9.2,https://ras.football/ras-information/?PlayerID=2760
Dan Footman,dan footman,Florida State,florida state,DE,EDGE,1993,8.18,https://ras.football/ras-information/?PlayerID=2768
Dan Williams,dan williams,Toledo,toledo,DE,EDGE,1993,8.54,https://ras.football/ras-information/?PlayerID=2769
Jeff Robinson,jeff robinson,Idaho,idaho,DE,EDGE,1993,8.47,https://ras.football/ras-information/?PlayerID=2865
Keith Battle,keith battle,North Carolina State,north carolina state,DE,EDGE,1993,2.19,https://ras.football/ras-information/?PlayerID=2886
Kevin Henry,kevin henry,Mississippi State,mississippi state,DE,EDGE,1993,1.02,https://ras.football/ras-information/?PlayerID=2895
Michael Strahan,michael strahan,Texas Southern,texas southern,DE,EDGE,1993,9.12,https://ras.football/ras-information/?PlayerID=2933
Mike Chalenski,mike chalenski,UCLA,ucla,DE,EDGE,1993,4.74,https://ras.football/ras-information/?PlayerID=2936
Raylee Johnson,raylee johnson,Arkansas,arkansas,DE,EDGE,1993,5.18,https://ras.football/ras-information/?PlayerID=2961
Todd Kelly,todd kelly,Tennessee,tennessee,DE,EDGE,1993,6.35,https://ras.football/ras-information/?PlayerID=3017
Troy Wilson,troy wilson,Pittsburg State,pittsburg state,DE,EDGE,1993,9.93,https://ras.football/ras-information/?PlayerID=3036
Ben Coleman,ben coleman,Wake Forest,wake forest,OG,IOL,1993,6.0,https://ras.football/ras-information/?PlayerID=2723
Charles Belin,charles belin,Wisconsin,wisconsin,OG,IOL,1993,8.17,https://ras.football/ras-information/?PlayerID=2742
Chris Gray,chris gray,Auburn,auburn,OG,IOL,1993,10.0,https://ras.football/ras-information/?PlayerID=2749
Chris Theiss,chris theiss,Princeton,princeton,OG,IOL,1993,1.83,https://ras.football/ras-information/?PlayerID=2754
Everett Lindsay,everett lindsay,Mississippi,mississippi,OG,IOL,1993,8.52,https://ras.football/ras-information/?PlayerID=2824
Joe Cocozzo,joe cocozzo,Michigan,michigan,OG,IOL,1993,6.09,https://ras.football/ras-information/?PlayerID=2872
Keith Loneker,keith loneker,Kansas,kansas,OG,IOL,1993,3.04,https://ras.football/ras-information/?PlayerID=2887
Kipp Vickers,kipp vickers,Miami,miami,OG,IOL,1993,4.35,https://ras.football/ras-information/?PlayerID=2900
Lester Holmes,lester holmes,Jackson State,jackson state,OG,IOL,1993,8.26,https://ras.football/ras-information/?PlayerID=2909
Lonnie Palelei,lonnie palelei,UNLV,unlv,OG,IOL,1993,9.22,https://ras.football/ras-information/?PlayerID=2913
Robert Stevenson,robert stevenson,Florida State,florida state,OG,IOL,1993,1.74,https://ras.football/ras-information/?PlayerID=2977
Scott Davis,scott davis,Iowa,iowa,OG,IOL,1993,9.39,https://ras.football/ras-information/?PlayerID=2994
Toby Heaton,toby heaton,Michigan State,michigan state,OG,IOL,1993,3.48,https://ras.football/ras-information/?PlayerID=3015
Todd Perry,todd perry,Kentucky,kentucky,OG,IOL,1993,8.78,https://ras.football/ras-information/?PlayerID=3018
Will Shields,will shields,Nebraska,nebraska,OG,IOL,1993,6.52,https://ras.football/ras-information/?PlayerID=3050
Ashley Sheppard,ashley sheppard,Clemson,clemson,LB,LB,1993,7.42,https://ras.football/ras-information/?PlayerID=2720
Barry Minter,barry minter,Tulsa,tulsa,LB,LB,1993,9.42,https://ras.football/ras-information/?PlayerID=2722
Chad Brown,chad brown,Colorado,colorado,LB,LB,1993,8.73,https://ras.football/ras-information/?PlayerID=2741
Chris Patterson,chris patterson,Kansas State,kansas state,LB,LB,1993,5.73,https://ras.football/ras-information/?PlayerID=2752
Chris Slade,chris slade,Virginia,virginia,LB,LB,1993,6.08,https://ras.football/ras-information/?PlayerID=2753
Curt Mcmillian,curt mcmillian,Miami,miami,LB,LB,1993,1.23,https://ras.football/ras-information/?PlayerID=2766
Daniel Boyd,daniel boyd,Mississippi State,mississippi state,LB,LB,1993,5.12,https://ras.football/ras-information/?PlayerID=2772
Darrin Smith,darrin smith,Miami,miami,LB,LB,1993,9.54,https://ras.football/ras-information/?PlayerID=2779
Dave Hoffmann,dave hoffmann,Washington,washington,LB,LB,1993,1.81,https://ras.football/ras-information/?PlayerID=2782
David White,david white,Nebraska,nebraska,LB,LB,1993,2.04,https://ras.football/ras-information/?PlayerID=2790
Dean Wells,dean wells,Kentucky,kentucky,LB,LB,1993,9.92,https://ras.football/ras-information/?PlayerID=2791
Demetrius Dubose,demetrius dubose,Notre Dame,notre dame,LB,LB,1993,7.5,https://ras.football/ras-information/?PlayerID=2793
Devon Mcdonald,devon mcdonald,Notre Dame,notre dame,LB,LB,1993,7.77,https://ras.football/ras-information/?PlayerID=2801
Doug Miller,doug miller,South Dakota State,south dakota state,LB,LB,1993,10.0,https://ras.football/ras-information/?PlayerID=2804
Eric Blount,eric blount,Houston,houston,LB,LB,1993,2.96,https://ras.football/ras-information/?PlayerID=2813
Erick Fry,erick fry,Georgia Tech,georgia tech,LB,LB,1993,1.31,https://ras.football/ras-information/?PlayerID=2820
Garland Hawkins,garland hawkins,Syracuse,syracuse,LB,LB,1993,8.5,https://ras.football/ras-information/?PlayerID=2828
Glen Young,glen young,Syracuse,syracuse,LB,LB,1993,8.23,https://ras.football/ras-information/?PlayerID=2834
Greg Biekert,greg biekert,Colorado,colorado,LB,LB,1993,3.46,https://ras.football/ras-information/?PlayerID=2837
Jaime Fields,jaime fields,Washington,washington,LB,LB,1993,8.15,https://ras.football/ras-information/?PlayerID=2853
James Clifford,james clifford,Washington,washington,LB,LB,1993,6.62,https://ras.football/ras-information/?PlayerID=2855
James Willis,james willis,Auburn,auburn,LB,LB,1993,7.62,https://ras.football/ras-information/?PlayerID=2858
Jerry Dillon,jerry dillon,East Carolina,east carolina,LB,LB,1993,5.85,https://ras.football/ras-information/?PlayerID=2868
Jessie Armstead,jessie armstead,Miami,miami,LB,LB,1993,9.65,https://ras.football/ras-information/?PlayerID=2869
John Mills,john mills,Wake Forest,wake forest,LB,LB,1993,4.85,https://ras.football/ras-information/?PlayerID=2880
Karmeeley Mcgill,karmeeley mcgill,Notre Dame,notre dame,LB,LB,1993,6.31,https://ras.football/ras-information/?PlayerID=2885
Lamont Hollinquest,lamont hollinquest,Southern California,southern california,LB,LB,1993,4.58,https://ras.football/ras-information/?PlayerID=2902
Lewis Bush,lewis bush,Washington State,washington state,LB,LB,1993,2.58,https://ras.football/ras-information/?PlayerID=2910
Malcolm Goodwin,malcolm goodwin,Iowa State,iowa state,LB,LB,1993,5.77,https://ras.football/ras-information/?PlayerID=2916
Marc Woodard,marc woodard,Mississippi State,mississippi state,LB,LB,1993,7.38,https://ras.football/ras-information/?PlayerID=2917
Marquise Thomas,marquise thomas,Mississippi,mississippi,LB,LB,1993,6.54,https://ras.football/ras-information/?PlayerID=2924
Martin Davis,martin davis,Michigan,michigan,LB,LB,1993,2.0,https://ras.football/ras-information/?PlayerID=2925
Maurice Miller,maurice miller,Wake Forest,wake forest,LB,LB,1993,6.35,https://ras.football/ras-information/?PlayerID=2929
Michael Barrow,michael barrow,Miami,miami,LB,LB,1993,8.38,https://ras.football/ras-information/?PlayerID=2931
Mike Caldwell,mike caldwell,Middle Tennessee State,middle tennessee state,LB,LB,1993,9.58,https://ras.football/ras-information/?PlayerID=2935
Myron Baker,myron baker,Louisiana Tech,louisiana tech,LB,LB,1993,9.27,https://ras.football/ras-information/?PlayerID=2944
Pete Shufelt,pete shufelt,Texas-El Paso,texasel paso,LB,LB,1993,9.19,https://ras.football/ras-information/?PlayerID=2953
Reggie Barnes,reggie barnes,Oklahoma,oklahoma,LB,LB,1993,0.85,https://ras.football/ras-information/?PlayerID=2962
Reggie Freeman,reggie freeman,Florida State,florida state,LB,LB,1993,6.77,https://ras.football/ras-information/?PlayerID=2964
Rick Hamilton,rick hamilton,Central Florida,central florida,LB,LB,1993,8.31,https://ras.football/ras-information/?PlayerID=2970
Rico Mack,rico mack,Appalachian State,appalachian state,LB,LB,1993,4.54,https://ras.football/ras-information/?PlayerID=2972
Ron George,ron george,Stanford,stanford,LB,LB,1993,9.35,https://ras.football/ras-information/?PlayerID=2981
Steve Tovar,steve tovar,Ohio State,ohio state,LB,LB,1993,9.81,https://ras.football/ras-information/?PlayerID=3009
Tommy Thigpen,tommy thigpen,North Carolina,north carolina,LB,LB,1993,6.46,https://ras.football/ras-information/?PlayerID=3024
Wayne Simmons,wayne simmons,Clemson,clemson,LB,LB,1993,9.5,https://ras.football/ras-information/?PlayerID=3049
William Sims,william sims,Southwestern Louisiana,southwestern louisiana,LB,LB,1993,6.73,https://ras.football/ras-information/?PlayerID=3054
Alec Millen,alec millen,Georgia,georgia,OT,OT,1993,7.13,https://ras.football/ras-information/?PlayerID=2709
Bob Garman,bob garman,Washington State,washington state,OT,OT,1993,6.67,https://ras.football/ras-information/?PlayerID=2726
Brad Hopkins,brad hopkins,Illinois,illinois,OT,OT,1993,7.43,https://ras.football/ras-information/?PlayerID=2729
Chris Luneberg,chris luneberg,West Chester,west chester,OT,OT,1993,7.95,https://ras.football/ras-information/?PlayerID=2751
Chuck Bradley,chuck bradley,Kentucky,kentucky,OT,OT,1993,8.19,https://ras.football/ras-information/?PlayerID=2756
Corbin Lacina,corbin lacina,Augustana,augustana,OT,OT,1993,4.68,https://ras.football/ras-information/?PlayerID=2761
David Ware,david ware,Virginia,virginia,OT,OT,1993,6.32,https://ras.football/ras-information/?PlayerID=2789
Doug Skene,doug skene,Michigan,michigan,OT,OT,1993,1.64,https://ras.football/ras-information/?PlayerID=2806
Earl Dotson,earl dotson,Texas A&M-Kingsville,texas a&mkingsville,OT,OT,1993,3.57,https://ras.football/ras-information/?PlayerID=2809
Ernest Dye,ernest dye,South Carolina,south carolina,OT,OT,1993,0.64,https://ras.football/ras-information/?PlayerID=2822
Gene Snisky,gene snisky,Missouri,missouri,OT,OT,1993,0.58,https://ras.football/ras-information/?PlayerID=2830
Greg Bishop,greg bishop,Pacific,pacific,OT,OT,1993,5.03,https://ras.football/ras-information/?PlayerID=2838
Greg Huntington,greg huntington,Penn State,penn state,OT,OT,1993,5.5,https://ras.football/ras-information/?PlayerID=2839
Guy Earle,guy earle,Chadron State,chadron state,OT,OT,1993,7.49,https://ras.football/ras-information/?PlayerID=2846
Herman Arvie,herman arvie,Grambling State,grambling state,OT,OT,1993,0.99,https://ras.football/ras-information/?PlayerID=2850
Jesse Hardwick,jesse hardwick,Fresno State,fresno state,OT,OT,1993,0.47,https://ras.football/ras-information/?PlayerID=2870
John James,john james,Mississippi State,mississippi state,OT,OT,1993,0.18,https://ras.football/ras-information/?PlayerID=2878
Les Hall,les hall,Clemson,clemson,OT,OT,1993,2.16,https://ras.football/ras-information/?PlayerID=2908
Mike Dehoog,mike dehoog,Utah,utah,OT,OT,1993,2.11,https://ras.football/ras-information/?PlayerID=2938
Paul Hutchins,paul hutchins,Western Michigan,western michigan,OT,OT,1993,7.08,https://ras.football/ras-information/?PlayerID=2951
Ron Stone,ron stone,Boston College,boston college,OT,OT,1993,5.79,https://ras.football/ras-information/?PlayerID=2983
Toby Lawrence,toby lawrence,Kansas State,kansas state,OT,OT,1993,3.98,https://ras.football/ras-information/?PlayerID=3016
Todd Rucci,todd rucci,Penn State,penn state,OT,OT,1993,6.08,https://ras.football/ras-information/?PlayerID=3020
Tom Scott,tom scott,East Carolina,east carolina,OT,OT,1993,1.05,https://ras.football/ras-information/?PlayerID=3022
Willie Roaf,willie roaf,Louisiana Tech,louisiana tech,OT,OT,1993,9.12,https://ras.football/ras-information/?PlayerID=3056
Alex Van Pelt,alex van pelt,Pittsburgh,pittsburgh,QB,QB,1993,5.45,https://ras.football/ras-information/?PlayerID=2710
Billy Joe Hobert,billy joe hobert,Washington,washington,QB,QB,1993,8.91,https://ras.football/ras-information/?PlayerID=2724
Brad Lebo,brad lebo,Montana,montana,QB,QB,1993,2.09,https://ras.football/ras-information/?PlayerID=2730
