player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Kolbey Taylor,150703,CB,VANDERBILT,11,1,10.4,80.0,100.0,7.2,5.7,0,0,1,3.3,333,48.4,48.6,0.0,,67.1,51.1,0,25,22.7,5,0,6,136.4,24,178,178,2,16,30,3,262,88,1.5,10.9
Tyce Westland,150707,ED,WYOMING,11,3,1.4,100.0,18.9,8.4,8.4,0,0,0,0.0,351,65.6,78.9,66.0,84.6,70.9,43.0,0,12,38.5,5,0,1,95.8,5,42,222,6,5,5,0,35,28,0.8,7.0
Eddie Walls III,150853,ED,FIU,12,0,-0.3,66.7,4.2,4.5,3.0,0,0,0,0.0,166,58.8,80.1,68.6,88.7,66.5,50.8,0,1,71.4,5,0,1,70.1,2,11,259,6,2,3,0,1,8,0.1,0.5
Johnny Chaney Jr.,150871,LB,COLORADO,1,0,,,100.0,,,0,0,0,,143,60.0,60.6,71.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jeremiah Brown,150923,LB,COLORADO,4,1,-2.0,0.0,63.6,,18.0,0,0,1,100.0,143,58.6,58.7,78.1,53.2,62.2,81.6,0,,0.0,0,0,0,39.6,0,21,33,0,0,1,0,0,0,0.0,
Baron Hopson,150929,LB,KENNESAW,4,2,9.0,100.0,76.7,22.5,22.5,0,0,1,50.0,200,77.8,79.2,77.5,52.2,78.1,81.8,0,16,16.7,1,1,0,104.2,2,46,60,1,3,2,0,18,0,0.4,9.0
CJ Nunnally IV,150931,ED,AKRON,12,2,1.0,100.0,27.1,14.4,14.4,0,0,0,0.0,102,71.2,74.5,41.0,74.3,72.4,75.1,0,12,30.0,3,0,4,87.5,5,78,288,8,5,5,0,25,20,0.3,5.0
Cam'Ron Silmon-Craig,150938,S,COLORADO,13,5,4.6,66.7,94.0,14.3,9.5,1,0,2,4.8,143,73.3,74.2,0.0,66.4,80.7,77.7,1,40,9.8,4,2,5,98.5,28,426,453,18,32,42,3,272,202,0.7,9.7
Kingston McKinstry,151038,LB,E CAROLINA,12,1,10.6,62.5,87.1,10.6,6.6,0,0,0,0.0,156,51.7,51.5,13.4,65.1,53.3,72.7,0,20,0.0,0,0,1,79.2,5,54,62,1,2,8,0,48,30,0.9,9.6
Devon King,151046,S,E CAROLINA,13,1,10.1,71.4,98.2,20.0,14.3,0,0,1,7.1,156,60.5,65.3,0.0,78.3,80.1,83.3,0,27,7.7,1,0,4,119.9,10,214,218,0,11,14,1,116,55,0.6,11.6
Micah Gaffney,151083,CB,VIRGINIA,2,0,5.0,0.0,100.0,,3.5,0,0,0,0.0,335,42.3,43.0,94.8,,60.0,,0,,,0,0,0,39.6,0,9,9,0,0,2,0,0,0,0.0,
Mike Green,151084,ED,MARSHALL,13,3,-6.0,100.0,4.6,17.0,17.0,0,0,0,0.0,214,69.4,92.4,65.5,91.4,90.2,73.1,0,3,33.3,3,0,2,79.2,1,17,371,17,3,1,0,3,9,0.2,3.0
James Jackson,151086,LB,VIRGINIA,7,3,8.3,83.3,91.0,20.5,17.1,0,0,0,0.0,335,62.5,60.4,82.5,61.6,56.6,64.8,0,36,14.3,2,0,0,106.6,10,212,233,5,9,12,0,115,57,0.6,11.5
Langston Long,151091,LB,USF,5,0,18.5,100.0,63.2,5.0,5.0,0,0,0,0.0,327,43.2,51.1,74.7,55.8,67.5,42.3,0,32,66.7,2,0,0,118.8,2,12,19,1,1,2,0,51,14,5.1,25.5
Jacob Rodriguez,151095,LB,TEXAS TECH,13,7,4.2,78.6,83.8,10.5,8.2,0,0,2,4.8,315,76.5,82.5,86.0,87.8,73.7,58.3,1,42,10.9,6,2,0,102.7,33,366,437,19,42,42,1,383,236,1.1,11.6
Jonas Sanker,151097,S,VIRGINIA,12,5,8.6,61.5,95.4,17.1,10.5,0,0,6,15.4,335,74.4,72.8,88.0,64.6,66.1,74.0,1,37,13.0,6,5,0,87.6,24,433,454,15,35,39,2,260,106,0.6,10.8
West Weeks,151101,LB,LSU,5,2,7.9,70.0,87.7,7.6,5.3,0,0,0,0.0,211,41.8,53.1,79.0,53.8,72.9,86.6,0,17,0.0,0,0,0,89.2,7,57,65,1,3,10,0,69,17,1.3,9.9
Devin Aupiu,151116,ED,UCLA,11,1,,,4.0,,,0,0,0,,324,69.8,47.0,45.8,51.5,43.8,56.7,0,,0.0,0,0,2,0.0,0,10,247,2,1,0,0,0,0,0.0,
Desmyn Baker,151168,LB,SO MISS,12,4,10.0,75.0,88.1,26.5,19.9,1,0,2,25.0,296,56.8,61.0,2.9,70.5,64.2,34.6,0,16,28.6,4,2,3,140.1,6,170,193,4,6,8,1,69,18,0.4,11.5
Tyrin Bradley,151205,ED,W VIRGINIA,13,4,4.9,80.6,49.8,5.9,4.8,1,1,2,6.5,343,61.7,73.9,51.0,72.9,82.0,68.6,1,53,30.4,7,2,2,92.6,25,154,309,8,12,31,0,293,195,2.0,11.7
Breon Noel,151309,S,CHARLOTTE,3,0,10.0,100.0,90.9,9.0,9.0,0,0,0,0.0,136,40.7,53.9,74.3,60.0,67.1,84.0,0,16,0.0,0,0,0,118.8,1,10,11,0,1,1,0,16,6,1.8,16.0
Robert Rahimi,151364,S,S JOSE ST,13,5,16.6,46.2,96.5,25.1,11.6,2,0,3,7.7,285,67.2,69.1,6.4,61.2,74.2,49.8,5,38,22.2,8,2,3,35.3,18,473,490,4,23,39,0,321,95,0.7,17.8
Ryan Raybuck,154523,CB,W MICHIGAN,2,0,20.0,100.0,100.0,6.5,6.5,0,0,0,0.0,347,58.5,62.1,75.2,,69.9,79.6,0,44,0.0,0,0,0,118.8,2,15,15,0,2,2,0,50,10,3.8,25.0
Ben Finneseth,154599,S,COLORADO,2,0,,,100.0,,,0,0,0,,143,61.6,62.4,67.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Al-Ma'hi Ali,154696,S,CHARLOTTE,12,5,12.7,50.0,98.0,25.0,12.5,0,0,6,20.0,136,78.4,69.5,23.7,72.4,54.2,58.8,2,48,15.4,4,6,2,58.9,15,398,406,5,17,30,2,149,64,0.4,9.9
Lu Tillery,154713,CB,TULANE,10,1,16.0,45.0,100.0,11.1,5.0,0,0,4,20.0,319,72.0,70.1,81.1,,56.1,55.8,0,26,16.7,2,3,1,76.7,9,105,105,2,9,20,1,98,27,1.0,10.9
EJ Green,155196,LB,DOMINION,8,1,7.3,83.3,67.0,13.0,10.8,0,0,1,16.7,263,62.8,57.0,20.3,54.8,55.5,44.4,0,19,14.3,1,1,1,153.5,5,69,103,2,5,6,1,68,43,1.0,13.6
Anthony Johnson Jr.,155245,CB,W KENTUCKY,12,5,7.8,40.0,95.7,16.4,6.6,1,1,10,22.2,346,73.4,75.6,85.9,62.8,78.6,86.1,2,36,13.8,4,6,3,40.8,18,308,322,6,20,45,1,178,104,0.6,9.9
Jakari Foster,155252,S,LA TECH,7,3,18.5,50.0,93.9,58.0,29.0,0,1,2,100.0,208,76.6,72.2,1.3,57.0,69.1,71.0,1,3,14.3,1,2,1,16.7,1,62,66,1,3,2,0,3,5,0.1,3.0
Caden Biser,155289,LB,W VIRGINIA,3,0,3.0,100.0,100.0,5.0,5.0,0,0,0,0.0,343,37.5,38.8,75.3,64.1,47.7,29.8,0,20,0.0,0,0,0,112.5,3,15,15,0,1,3,0,33,24,2.2,11.0
Liam Johnson,155386,LB,CAL,6,0,3.8,100.0,85.1,12.2,12.2,0,0,0,0.0,130,77.1,68.0,82.3,72.1,52.2,65.7,1,26,0.0,0,0,0,114.6,6,74,87,5,8,6,1,69,46,0.9,11.5
Donald Lee,155503,S,UAB,9,4,16.3,55.6,95.0,10.8,6.0,1,0,2,11.1,321,50.0,46.7,0.0,59.8,47.8,45.8,0,35,12.5,1,1,3,104.9,10,114,120,0,3,18,1,164,32,1.5,16.4
Montrell Bandy,155781,CB,TENNESSEE,2,0,,,100.0,,,0,0,0,,307,62.9,64.2,74.4,,63.3,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Kyle Taylor,155840,LB,ARK STATE,1,0,,,100.0,,,0,0,0,,113,60.0,63.7,71.7,,63.2,77.7,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Eric O'Neill,155869,ED,JAMES MAD,13,2,5.5,50.0,3.4,12.0,6.0,0,0,0,0.0,197,65.8,90.2,57.3,89.9,84.4,47.6,1,2,75.0,6,0,2,56.3,1,12,354,10,0,2,1,2,0,0.2,2.0
Parker Robertson,155978,S,OKLA STATE,10,4,10.6,76.0,95.6,8.7,6.6,0,0,1,4.0,262,56.1,57.7,84.4,52.4,61.3,52.3,2,34,14.3,3,1,0,116.8,19,173,181,4,14,25,3,271,89,1.6,14.3
Rashod Tanner,156012,CB,UNLV,4,0,,,100.0,,,0,0,0,,325,66.5,66.6,71.9,,61.3,,0,,,0,0,0,0.0,0,12,12,0,0,0,0,0,0,0.0,
Nadame Tucker,156169,ED,HOUSTON,1,0,,,25.0,,,0,0,0,,182,61.1,76.5,77.4,76.8,69.1,46.5,0,,0.0,0,0,0,0.0,0,1,4,0,1,0,0,0,0,0.0,
Zykeius Strong,156171,ED,HOUSTON,12,1,7.3,75.0,19.0,5.0,3.8,1,0,1,25.0,182,60.9,62.5,46.8,55.5,67.1,71.7,0,17,0.0,0,1,1,102.1,3,15,79,2,2,4,0,36,17,2.4,12.0
Zach Neilsen,156198,ED,TULSA,10,0,,,7.9,,,0,0,0,,320,62.6,68.9,82.5,58.1,71.9,81.5,0,,0.0,0,0,0,0.0,0,3,38,1,1,0,0,0,0,0.0,
Georderrial Williams,156199,CB,TULSA,6,0,10.2,62.5,96.1,6.9,4.3,0,0,2,12.5,320,51.8,49.2,80.2,57.9,42.3,24.8,0,16,44.4,4,2,1,98.7,10,73,76,2,5,16,1,91,30,1.3,9.1
Dayne Hodge,156200,S,TULSA,11,7,6.8,77.8,99.3,9.8,7.6,0,0,4,11.1,320,36.1,44.2,84.5,58.5,59.0,63.2,1,67,18.2,6,4,0,141.2,28,290,292,7,20,36,5,402,255,1.5,14.4
Jhalyn Shuler,156212,LB,USF,10,5,6.4,70.8,78.8,13.7,9.7,0,0,0,0.0,327,70.8,74.6,50.6,68.0,76.0,63.9,2,31,11.1,3,0,1,77.4,17,249,316,16,19,24,1,214,109,0.9,12.6
Aamaris Brown,156213,CB,USF,4,1,6.0,85.7,100.0,5.5,4.7,0,0,0,0.0,327,56.3,59.6,77.6,,71.3,34.1,0,25,40.0,2,0,1,118.8,6,36,36,0,2,7,0,89,70,2.7,14.8
Tavin Ward,156214,S,USF,13,5,7.6,67.6,98.2,17.3,11.7,1,1,3,8.8,327,58.5,57.1,53.1,54.1,55.8,57.9,3,76,14.6,6,1,2,79.9,23,433,441,6,30,34,2,315,174,0.8,13.7
Amari Jackson,156221,CB,BOSTON COL,6,2,10.9,60.7,97.2,9.6,5.9,0,1,4,14.3,121,66.5,68.5,82.2,67.1,71.7,54.0,1,19,20.0,4,3,0,66.4,17,176,181,5,14,28,0,192,50,1.2,11.3
Edwin Kolenge,156222,ED,BOSTON COL,7,0,,,8.1,,,0,0,0,,121,60.9,65.8,81.8,65.4,62.1,39.2,0,,,0,0,0,0.0,0,3,37,0,0,0,0,0,0,0.0,
Jahiem Lawson,156235,ED,CLEMSON,14,2,,,5.7,,,1,0,0,,140,69.8,63.4,42.2,66.2,57.6,60.2,0,,25.0,1,0,2,0.0,0,13,227,2,1,0,0,0,0,0.0,
Wade Woodaz,156237,LB,CLEMSON,12,5,3.0,72.2,81.3,12.7,9.2,0,0,5,13.9,140,79.9,74.5,88.4,59.6,69.4,45.5,1,30,16.2,6,5,0,71.5,26,352,433,14,26,36,0,180,145,0.5,6.9
Kobe McCloud,156240,LB,CLEMSON,2,0,-0.5,100.0,90.9,5.0,5.0,0,0,0,0.0,140,34.5,42.4,73.5,60.0,71.2,74.3,0,24,0.0,0,0,0,118.8,2,10,11,0,1,2,0,43,44,4.3,21.5
TJ Dottery,156243,LB,OLE MISS,12,2,5.1,91.1,83.4,8.0,7.2,0,0,1,2.2,226,36.2,52.9,85.8,63.9,64.1,83.9,0,37,3.4,1,1,0,108.0,41,347,416,12,26,45,0,446,269,1.4,10.9
Kylon Griffin,156244,S,CLEMSON,13,1,6.9,50.0,99.6,25.5,12.8,0,0,2,12.5,140,64.1,61.8,84.2,58.9,54.5,66.2,1,23,6.7,1,1,1,42.2,8,224,225,1,13,16,0,94,75,0.5,11.8
Toriano Pride Jr.,156245,CB,MISSOURI,13,3,13.0,55.8,100.0,12.3,6.9,0,0,5,11.6,229,70.3,69.4,85.4,,59.9,42.6,2,65,18.2,4,4,2,82.5,24,308,308,2,15,43,2,390,148,1.3,16.3
Sherrod Covil,156246,CB,CLEMSON,7,0,18.8,62.5,91.9,11.2,7.0,0,0,0,0.0,140,43.2,50.8,0.0,69.4,74.2,74.5,0,31,16.7,1,0,2,144.8,5,68,74,1,5,8,1,98,12,1.8,19.6
Jeadyn Lukus,156247,CB,CLEMSON,14,0,10.1,55.8,99.0,11.5,6.4,0,0,8,18.6,140,71.0,67.9,3.1,56.6,58.6,69.0,1,43,14.3,3,7,4,71.9,24,296,299,5,18,43,1,261,127,0.9,10.9
Carter Wyatt,156254,LB,DUKE,2,0,,,87.5,,,0,0,0,,154,64.8,65.5,70.0,59.5,60.0,73.6,0,,0.0,0,0,0,0.0,0,7,8,0,1,0,0,0,0,0.0,
Vincent Anthony Jr.,156256,ED,DUKE,12,3,1.0,100.0,7.1,10.0,10.0,1,1,0,0.0,154,76.5,70.1,22.6,71.8,65.0,76.3,0,4,16.7,1,0,4,79.2,2,21,296,7,2,2,0,4,2,0.2,2.0
Chandler Rivers,156257,CB,DUKE,13,8,10.7,51.9,94.0,17.1,8.9,0,0,8,15.4,154,89.8,90.7,88.4,90.9,76.8,76.0,3,30,5.9,2,5,1,64.3,27,488,519,11,24,52,3,296,141,0.6,11.0
Terry Moore,156258,S,DUKE,13,2,6.7,56.3,96.4,21.5,12.1,0,2,5,15.6,154,89.2,90.1,54.7,80.5,81.7,61.9,4,72,23.5,8,5,2,46.1,18,407,422,12,24,32,1,202,165,0.5,11.2
AJ Cottrill,156273,LB,FLORIDA ST,1,1,8.5,100.0,92.3,6.0,6.0,0,0,0,0.0,167,65.8,62.2,73.8,63.1,51.7,58.9,0,25,0.0,0,0,0,118.8,2,12,13,1,2,2,0,28,11,2.3,14.0
Omar Graham Jr.,156275,LB,FLORIDA ST,10,2,2.5,72.2,85.6,11.7,8.4,0,0,2,11.1,167,60.0,61.8,82.3,57.8,62.8,82.2,0,49,22.2,2,1,2,143.5,13,161,188,3,5,18,2,191,163,1.3,14.7
Christian White,156276,S,FLORIDA ST,1,1,1.0,100.0,100.0,13.0,13.0,0,0,0,0.0,167,56.4,58.7,73.3,,60.2,79.7,0,4,0.0,0,0,0,83.3,1,13,13,0,1,1,0,4,3,0.3,4.0
Azareye'h Thomas,156277,CB,FLORIDA ST,12,2,8.0,51.5,98.1,19.8,10.2,0,0,6,18.2,167,78.0,76.5,52.2,74.3,66.0,62.5,1,21,20.0,5,5,3,50.2,17,357,364,8,18,33,0,141,64,0.4,8.3
Rodney Shelley,156300,CB,GA TECH,11,0,9.9,65.7,98.2,11.2,7.4,0,0,4,11.4,176,71.5,71.5,86.1,62.6,66.1,43.9,0,53,31.8,7,3,1,113.6,23,276,281,7,15,35,2,317,138,1.2,13.8
Clayton Powell-Lee,156305,S,GA TECH,13,7,7.5,61.3,95.1,19.7,12.1,1,0,2,6.5,176,59.4,64.1,87.5,58.3,73.2,63.3,0,21,21.1,8,2,1,87.0,19,404,425,8,23,31,1,172,141,0.5,9.1
Kyle Efford,156306,LB,GA TECH,10,7,5.2,90.9,83.8,10.7,9.7,0,0,1,4.5,176,67.6,66.7,42.9,69.1,61.8,77.3,0,20,8.0,2,1,2,115.5,20,228,272,14,16,22,1,178,95,0.8,8.9
D'Angelo Hutchinson,156316,S,LOUISVILLE,13,3,14.8,68.8,100.0,25.4,17.4,0,0,4,25.0,210,70.5,73.8,85.1,48.8,81.9,56.3,0,83,20.0,6,4,1,151.0,11,292,292,8,21,16,3,290,124,1.0,26.4
Popeye Williams,156317,ED,W MICHIGAN,13,0,1.3,66.7,9.0,10.5,7.0,0,0,1,33.3,347,55.4,57.4,66.3,58.4,59.4,37.5,0,8,75.0,3,1,1,75.7,2,21,234,1,1,3,0,13,8,0.6,6.5
Antonio Watts,156327,S,LOUISVILLE,13,2,4.7,70.7,91.8,11.2,8.0,1,1,3,7.3,210,69.9,69.2,88.5,62.1,67.5,67.8,0,46,25.8,8,2,1,91.1,29,345,376,14,21,41,1,216,170,0.7,7.4
Myles Mooyoung,156335,CB,MIAMI FL,3,1,19.7,0.0,100.0,,5.0,0,0,0,0.0,220,71.5,65.9,73.9,,45.1,27.9,1,,0.0,0,0,0,0.0,0,15,15,0,0,3,0,0,0,0.0,
Nyjalik Kelly,156339,ED,UCF,12,2,,,5.2,,,0,0,0,,323,84.2,78.7,43.5,71.9,78.5,77.0,0,,16.7,1,0,3,0.0,0,17,328,8,3,0,0,0,0,0.0,
Wesley Bissainthe,156341,LB,MIAMI FL,13,3,2.5,72.2,81.6,11.5,8.3,0,0,2,5.6,220,82.7,78.2,60.2,60.9,77.7,76.9,1,19,12.5,4,1,1,97.5,26,315,386,17,25,36,3,164,145,0.6,6.3
Khamauri Rogers,156342,CB,MISS STATE,2,0,21.0,50.0,100.0,14.0,7.0,0,0,0,0.0,227,64.6,60.1,75.4,,48.7,,0,4,,0,0,0,95.8,1,15,15,0,0,2,1,4,0,0.3,4.0
Travis Shaw,156345,DI,N CAROLINA,13,0,,,1.2,,,2,0,0,,245,61.6,61.3,15.1,59.0,65.6,51.1,0,,0.0,0,0,3,0.0,0,2,165,1,2,0,0,0,0,0.0,
Sebastian Cheeks,156346,ED,WISCONSIN,9,1,,,24.7,,,0,0,0,,349,69.3,77.1,84.8,69.1,76.8,84.6,0,,25.0,1,0,0,0.0,0,19,77,4,2,0,0,0,0,0.0,
Beau Atkinson,156348,ED,N CAROLINA,13,3,1.5,100.0,3.0,3.0,3.0,0,0,0,0.0,245,56.5,77.9,66.0,77.8,74.3,61.4,0,16,45.5,5,0,1,118.8,2,6,202,9,3,2,0,29,26,4.8,14.5
Ryland Gandy,156360,CB,PITTSBURGH,13,3,16.7,52.8,99.8,15.0,7.9,0,0,4,7.5,268,65.9,62.8,51.9,63.1,45.3,33.7,0,68,28.2,11,2,1,108.2,28,448,449,5,25,53,3,550,184,1.3,19.6
Samuel Okunlola,156361,ED,COLORADO,13,0,,,1.6,,,1,0,0,,143,71.5,68.5,32.3,67.5,68.3,83.8,0,,0.0,0,0,3,0.0,0,4,249,4,1,0,0,0,0,0.0,
Trey McDonald,156384,LB,VIRGINIA,11,0,4.9,80.0,88.7,11.1,8.8,0,1,2,8.0,335,61.9,56.5,0.0,61.9,55.5,56.4,1,40,36.8,7,2,3,105.3,20,235,265,7,12,25,1,252,171,1.1,12.6
Terrell Jones,156391,ED,VIRGINIA,12,1,,,1.3,,,0,0,0,,335,65.3,54.9,84.2,52.0,54.9,53.6,0,,20.0,1,0,0,0.0,0,2,158,2,3,0,0,0,0,0.0,
Dasan McCullough,156403,LB,OKLAHOMA,7,1,4.7,100.0,68.7,9.3,9.3,0,0,0,0.0,261,61.2,62.9,82.2,58.6,65.0,80.4,0,13,0.0,0,0,1,93.1,6,57,83,4,6,6,0,38,10,0.7,6.3
Phillip Dunnam,156406,S,FAU,11,6,9.4,60.0,98.4,13.8,8.3,0,1,4,11.4,165,86.1,76.6,86.6,72.6,52.0,69.8,3,75,9.4,3,4,0,89.3,21,312,317,7,23,35,5,280,111,1.0,13.3
James Monds III,156407,CB,MIDDLE TN,6,3,11.5,83.3,100.0,5.0,4.2,0,0,2,16.7,224,44.3,47.0,81.9,,63.3,28.9,0,75,42.9,6,1,0,158.3,10,50,50,0,5,12,3,277,160,5.5,27.7
Jamari Sharpe,156408,CB,INDIANA,9,0,13.1,33.3,99.3,17.7,5.9,0,1,6,28.6,190,70.6,73.0,81.8,75.9,72.8,79.3,0,44,10.0,1,5,2,44.7,7,133,134,1,9,21,0,75,14,0.6,10.7
Isaiah Jones,156409,LB,INDIANA,11,2,12.8,75.0,90.5,33.0,24.8,0,0,0,0.0,190,68.6,74.8,80.7,65.7,76.4,66.2,0,25,0.0,0,0,0,146.9,3,105,116,0,2,4,1,41,8,0.4,13.7
Louis Moore,156415,S,OLE MISS,11,4,10.6,73.3,97.9,19.7,14.5,1,1,2,13.3,226,59.5,64.1,83.9,77.1,71.6,60.6,0,41,22.2,6,1,1,102.6,11,228,233,5,17,15,0,142,46,0.7,12.9
Xavier Nwankpa,156431,S,IOWA,13,2,6.6,83.3,99.6,17.2,14.3,0,0,0,0.0,192,72.8,71.0,31.6,59.1,67.1,73.4,0,75,7.1,2,0,1,144.7,15,272,273,7,24,18,3,166,99,0.6,11.1
Kael Kolarik,156432,S,IOWA,2,0,15.5,50.0,100.0,13.0,6.5,0,0,0,0.0,192,54.4,59.7,74.1,,67.5,80.7,0,16,0.0,0,0,0,77.1,1,14,14,0,1,2,0,16,2,1.2,16.0
Koen Entringer,156437,S,IOWA,12,0,7.4,73.3,100.0,15.3,11.2,0,0,0,0.0,192,75.8,73.3,84.0,,62.6,81.0,1,23,11.1,1,0,0,57.1,11,174,174,5,8,15,0,78,22,0.5,7.1
TJ Hall,156441,CB,IOWA,9,3,11.6,52.9,100.0,14.6,7.7,1,1,5,14.7,192,62.8,66.1,34.3,,85.4,69.9,1,63,13.3,2,3,5,85.2,18,278,278,2,10,34,2,258,93,1.0,14.3
Deshaun Lee,156442,CB,IOWA,11,3,14.1,70.2,100.0,8.7,6.1,0,0,5,10.6,192,63.3,61.4,84.0,,50.3,60.3,1,44,11.4,4,4,0,109.2,33,295,295,5,28,47,3,408,108,1.4,12.4
Brian Allen,156444,ED,IOWA,11,0,,,2.8,,,0,0,0,,192,65.9,61.1,84.6,60.1,55.9,69.8,0,,0.0,0,0,0,0.0,0,5,177,7,4,0,0,0,0,0.0,
Aaron Graves,156445,DI,IOWA,13,0,-5.0,0.0,0.6,,2.0,0,0,1,100.0,192,62.0,78.1,69.6,80.2,71.1,58.6,0,,25.0,1,1,1,39.6,0,2,340,8,3,1,0,0,0,0.0,
Jaishawn Barham,156452,LB,MICHIGAN,13,2,4.0,76.5,74.9,10.3,7.9,0,0,0,0.0,222,44.9,67.8,4.3,69.6,87.2,83.2,0,26,12.0,3,0,4,94.2,26,283,378,10,20,34,0,232,194,0.9,8.9
Gavin Gibson,156453,S,E CAROLINA,13,5,5.1,70.6,90.6,8.8,6.2,0,1,4,7.8,156,76.0,73.3,86.4,62.9,67.3,63.7,3,22,13.3,4,4,1,67.2,36,336,371,13,21,51,1,297,186,0.9,8.3
Caleb Wheatland,156454,LB,MARYLAND,11,3,5.8,57.7,71.3,12.7,7.3,0,0,5,19.2,215,74.4,67.5,48.7,72.2,55.3,36.0,0,28,30.0,6,2,1,73.7,15,196,275,9,11,26,0,147,86,0.8,9.8
Ernest Hausmann,156458,LB,MICHIGAN,13,10,2.3,88.9,88.8,9.4,8.3,0,0,0,0.0,222,62.1,67.8,87.9,60.3,71.3,75.3,1,30,14.0,6,0,0,101.4,40,397,447,16,27,45,2,315,242,0.8,7.9
Jaeden Gould,156459,S,SYRACUSE,8,1,20.8,75.0,100.0,16.0,12.0,0,0,0,0.0,304,44.1,48.3,78.4,,59.8,52.9,0,45,16.7,1,0,0,156.3,3,49,49,0,4,4,1,90,19,1.9,30.0
Malcolm Hartzog Jr.,156462,CB,NEBRASKA,12,3,13.0,65.5,100.0,9.4,6.1,0,1,4,7.3,238,53.5,57.5,45.3,,74.3,41.0,4,48,32.5,13,3,2,95.1,36,357,357,4,24,55,5,508,172,1.5,14.1
Gage Stenger,156466,S,NEBRASKA,2,0,3.0,0.0,80.0,,4.0,0,0,0,0.0,238,71.2,66.3,69.9,60.0,54.6,,0,,,0,0,0,39.6,0,4,5,0,0,1,0,0,0,0.0,
Jalil Martin,156472,S,SYRACUSE,3,0,9.7,66.7,97.3,16.5,11.0,0,0,0,0.0,304,70.6,68.4,78.7,59.9,56.5,53.5,1,66,25.0,1,0,0,109.7,2,36,37,1,3,3,1,72,60,2.2,36.0
Javier Morton,156475,S,TEMPLE,10,2,11.3,79.2,99.4,8.1,6.4,0,2,3,12.5,306,58.9,63.4,24.9,60.0,71.9,90.2,1,53,8.7,2,3,1,141.0,19,160,161,5,19,24,3,303,109,2.0,15.9
DeShon Singleton,156476,S,NEBRASKA,13,3,11.5,71.4,99.5,26.2,18.7,0,2,1,4.8,238,65.0,68.6,87.0,56.1,74.2,72.1,1,37,12.8,5,1,3,93.4,15,414,416,7,31,21,1,180,94,0.5,12.0
C.J. Hicks,156483,LB,OHIO STATE,9,1,1.0,90.0,76.3,6.6,5.9,0,0,0,0.0,260,49.9,56.6,79.9,75.2,54.6,66.2,0,23,14.3,1,0,0,96.7,9,61,80,4,5,10,0,72,62,1.2,8.0
Jyaire Brown,156484,CB,LSU,4,0,9.5,75.0,89.7,8.3,6.3,0,0,0,0.0,211,59.4,56.6,76.1,54.1,53.4,29.2,0,29,33.3,1,0,0,113.5,3,26,29,2,2,4,0,47,12,1.9,15.7
Ryan Turner,156485,CB,BOSTON COL,5,0,13.8,66.7,99.0,6.8,4.5,0,0,2,9.5,121,75.3,74.1,80.3,70.5,56.8,63.2,1,40,8.3,1,2,0,71.3,14,101,102,6,11,21,0,169,51,1.8,12.1
Gabe Powers,156486,LB,OHIO STATE,4,1,2.5,0.0,100.0,,5.5,0,0,1,50.0,260,68.3,83.0,72.8,,87.1,81.9,1,,0.0,0,1,0,0.0,0,12,12,0,0,2,0,0,0,0.0,
Kye Stokes,156487,S,CINCINNATI,3,0,1.0,100.0,100.0,24.0,24.0,0,0,0,0.0,138,70.2,64.4,75.2,,51.8,81.6,0,8,0.0,0,0,0,100.0,1,24,24,1,2,1,0,8,7,0.3,8.0
Caden Curry,156488,ED,OHIO STATE,16,0,4.0,0.0,10.3,,14.0,0,0,0,0.0,260,76.3,72.0,17.8,67.3,71.9,75.4,0,,0.0,0,0,2,39.6,0,15,145,7,5,1,0,0,0,0.0,
J.P. Deeter,156498,DI,ARIZONA ST,8,0,,,1.9,,,0,0,0,,110,59.5,52.3,76.6,53.6,55.9,71.9,0,,,0,0,0,0.0,0,1,53,0,0,0,0,0,0,0.0,
Thomas Amankwaa,156501,S,RUTGERS,5,0,,,100.0,,,0,0,0,,278,64.7,53.4,75.4,,36.0,20.0,0,,,0,0,0,0.0,0,16,16,0,0,0,0,0,0,0.0,
Moses Walker,156507,LB,RUTGERS,9,3,3.8,100.0,83.7,7.8,7.8,0,0,0,0.0,278,40.0,56.8,79.9,59.7,71.8,69.1,0,67,22.2,2,0,0,158.3,11,87,104,0,4,11,2,240,198,2.8,21.8
Daedae Hill,156527,CB,FAU,12,3,15.3,49.0,99.6,10.2,5.0,0,0,5,9.8,165,72.8,73.1,84.3,59.1,69.2,43.0,2,54,20.0,5,5,2,83.3,25,271,272,7,17,51,4,374,138,1.5,15.0
